Exp,Pedi,Repl,count
NYH2,CG124/PHRE1,1,6
NYH2,CG124/PHRE1,2,6
NYH2,CG124/S8324,1,6
NYH2,CG124/S8324,2,6
NYH2,CG44/CGR01,1,12
NYH2,CG44/CGR01,2,12
NYH2,CG60/LH162,1,12
NYH2,CG60/LH162,2,12
NYH2,CG60/LH185,1,6
NYH2,CG60/LH185,2,6
NYH2,CG60/LH82,1,6
NYH2,CG60/LH82,2,6
NYH2,CGR01/LH82,1,6
NYH2,CGR01/LH82,2,6
NYH2,CGR03/CG108,1,12
NYH2,CGR03/CG108,2,12
NYH2,CI540/3IIH6,1,6
NYH2,CI540/3IIH6,2,6
NYH2,CML442*CML343/LH195,2,6
NYH2,CO258/3IIH6,1,6
NYH2,CO258/3IIH6,2,6
NYH2,DK78010/3IIH6,1,6
NYH2,DK78010/3IIH6,2,6
NYH2,DKC52-62,1,6
NYH2,DKC52-62,2,6
NYH2,DKFBHJ/3IIH6,1,6
NYH2,DKFBHJ/3IIH6,2,6
NYH2,EX3101,1,6
NYH2,EX3101,2,6
NYH2,EX4101,1,6
NYH2,EX4101,2,6
NYH2,F42/H95,2,6
NYH2,F42/MO17,1,6
NYH2,F42/MO17,2,6
NYH2,F42/OH43,1,6
NYH2,F42/OH43,2,6
NYH2,FBLA/3IIH6,1,6
NYH2,FBLA/3IIH6,2,6
NYH2,FE/3IIH6,1,6
NYH2,FR19/3IIH6,1,6
NYH2,FR19/3IIH6,2,6
NYH2,FS5424XRR,1,6
NYH2,FS5424XRR,2,6
NYH2,FS6296VT3,1,6
NYH2,FS6296VT3,2,6
NYH2,H122W/3IIH6,1,6
NYH2,H122W/3IIH6,2,6
NYH2,H84/3IIH6,1,6
NYH2,H84/3IIH6,2,6
NYH2,H91/3IIH6,1,6
NYH2,H91/3IIH6,2,6
NYH2,I159/3IIH6,1,6
NYH2,I159/3IIH6,2,6
NYH2,ILL.HY/3IIH6,1,6
NYH2,ILL.HY/3IIH6,2,6
NYH2,LH123HT/3IIH6,2,6
NYH2,LH145/3IIH6,1,12
NYH2,LH145/3IIH6,2,6
NYH2,LH145/LH162,1,6
NYH2,LH145/LH162,2,6
NYH2,LH145/PHR25,1,6
NYH2,LH145/PHR25,2,6
NYH2,LH149/3IIH6,1,6
NYH2,LH149/3IIH6,2,6
NYH2,LH185/LH145,1,6
NYH2,LH185/LH145,2,6
NYH2,LH185/PHRE1,1,6
NYH2,LH185/S8324,1,6
NYH2,LH185/S8324,2,6
NYH2,LH195/3IIH6,1,6
NYH2,LH195/3IIH6,2,6
NYH2,LH195/CGR01,1,6
NYH2,LH195/LH82,1,6
NYH2,LH195/PHN37,1,6
NYH2,LH195/PHN37,2,6
NYH2,LH198/3IIH6,1,6
NYH2,LH198/3IIH6,2,6
NYH2,LH198/CGR01,1,6
NYH2,LH198/CGR01,2,6
NYH2,LH198/PHZ51,1,6
NYH2,LH198/PHZ51,2,6
NYH2,LH205/3IIH6,1,6
NYH2,LH205/3IIH6,2,6
NYH2,LH209/3IIH6,1,6
NYH2,LH209/3IIH6,2,6
NYH2,LH212HT/LH195,1,6
NYH2,LH216/LH195,1,6
NYH2,LH216/LH195,2,6
NYH2,LH220HT/3IIH6,1,6
NYH2,LH220HT/3IIH6,2,6
NYH2,LH222/3IIH6,1,6
NYH2,LH222/3IIH6,2,6
NYH2,LH74/PHN82,1,6
NYH2,LH74/PHN82,2,6
NYH2,LH82/CG102,1,6
NYH2,LH82/CG102,2,6
NYH2,LH82/LH145,1,6
NYH2,LH82/LH145,2,6
NYH2,LH82/PHB47,1,6
NYH2,LH82/PHB47,2,6
NYH2,LH82/S8324,1,6
NYH2,LH82/S8324,2,6
NYH2,MS222/3IIH6,1,6
NYH2,MS222/3IIH6,2,6
NYH2,N192/3IIH6,1,6
NYH2,N192/3IIH6,2,6
NYH2,N209/3IIH6,1,6
NYH2,N209/3IIH6,2,6
NYH2,N217/3IIH6,1,6
NYH2,N217/3IIH6,2,6
NYH2,N218/3IIH6,1,6
NYH2,N218/3IIH6,2,6
NYH2,N28HT/3IIH6,1,6
NYH2,N28HT/3IIH6,2,6
NYH2,N501/3IIH6,1,6
NYH2,N501/3IIH6,2,6
NYH2,NKH8431/3IIH6,1,6
NYH2,NKH8431/3IIH6,2,6
NYH2,OS420/3IIH6,1,6
NYH2,OS420/3IIH6,2,6
NYH2,PB80/PHZ51,1,6
NYH2,PB80/PHZ51,2,6
NYH2,PHB09/3IIH6,1,6
NYH2,PHB09/3IIH6,2,6
NYH2,PHB47/3IIH6,1,12
NYH2,PHB47/3IIH6,2,12
NYH2,PHB47/LH162,1,6
NYH2,PHB47/LH162,2,6
NYH2,PHB47/LH185,1,6
NYH2,PHB47/LH185,2,6
NYH2,PHB47/PHK05,1,6
NYH2,PHB47/PHK05,2,6
NYH2,PHB47/PHK56,1,6
NYH2,PHB47/PHK56,2,6
NYH2,PHB47/PHR25,1,6
NYH2,PHB47/PHR25,2,6
NYH2,PHB47/PHW03,1,6
NYH2,PHB47/PHW03,2,6
NYH2,PHB47/PHZ51,1,6
NYH2,PHB47/PHZ51,2,12
NYH2,PHBB3/3IIH6,1,6
NYH2,PHBW8/3IIH6,1,6
NYH2,PHBW8/3IIH6,2,6
NYH2,PHG29/CG120,1,6
NYH2,PHG29/CG120,2,6
NYH2,PHG29/LH145,1,6
NYH2,PHG29/LH145,2,6
NYH2,PHG29/PHB47,1,6
NYH2,PHG29/PHB47,2,6
NYH2,PHG29/PHG47,1,6
NYH2,PHG29/PHG47,2,6
NYH2,PHG29/PHHV4,1,6
NYH2,PHG29/PHHV4,2,6
NYH2,PHG29/PHRE1,1,6
NYH2,PHG29/PHRE1,2,6
NYH2,PHG29/S8324,1,6
NYH2,PHG29/S8324,2,6
NYH2,PHG39/PHN82,1,6
NYH2,PHG39/PHN82,2,6
NYH2,PHG39/TX205,1,6
NYH2,PHG39/TX205,2,6
NYH2,PHG47/CG120,1,6
NYH2,PHG47/CG120,2,6
NYH2,PHG47/LH145,1,6
NYH2,PHG47/LH145,2,6
NYH2,PHG47/PHB47,1,6
NYH2,PHG47/PHB47,2,6
NYH2,PHG47/PHHV4,1,6
NYH2,PHG47/PHHV4,2,6
NYH2,PHG47/PHRE1,1,6
NYH2,PHG47/PHRE1,2,6
NYH2,PHG47/S8324,1,6
NYH2,PHG47/S8324,2,6
NYH2,PHG80/3IIH6,1,6
NYH2,PHG80/3IIH6,2,6
NYH2,PHG80/PHZ51,1,6
NYH2,PHG80/PHZ51,2,6
NYH2,PHHV4/3IIH6,1,6
NYH2,PHHV4/3IIH6,2,6
NYH2,PHHV4/LH162,1,6
NYH2,PHHV4/LH162,2,6
NYH2,PHHV4/LH185,1,6
NYH2,PHHV4/LH185,2,6
NYH2,PHHV4/PHK05,1,6
NYH2,PHHV4/PHK56,1,6
NYH2,PHHV4/PHK56,2,6
NYH2,PHHV4/PHR25,1,6
NYH2,PHHV4/PHR25,2,6
NYH2,PHHV4/PHW03,1,6
NYH2,PHHV4/PHW03,2,6
NYH2,PHHV4/PHZ51,1,6
NYH2,PHHV4/PHZ51,2,6
NYH2,PHJ40/LH82,1,6
NYH2,PHJ40/LH82,2,6
NYH2,PHJ89/CG120,1,6
NYH2,PHJ89/CG120,2,6
NYH2,PHJ89/LH145,1,6
NYH2,PHJ89/LH145,2,6
NYH2,PHJ89/PHHV4,1,6
NYH2,PHJ89/PHHV4,2,6
NYH2,PHJ89/PHRE1,1,6
NYH2,PHJ89/PHRE1,2,6
NYH2,PHJ89/S8324,1,6
NYH2,PHJ89/S8324,2,6
NYH2,PHK05/PHRE1,1,6
NYH2,PHK56/PHRE1,1,6
NYH2,PHK56/PHRE1,2,6
NYH2,PHN11_OH43_0001/PHB47,1,6
NYH2,PHN11_OH43_0001/PHB47,2,6
NYH2,PHN11_PHG47_0251/PHB47,1,6
NYH2,PHN11_PHG47_0251/PHB47,2,6
NYH2,PHN11_PHW65_0323/LH195,1,6
NYH2,PHN82/LH145,1,6
NYH2,PHN82/LH145,2,6
NYH2,PHN82/PHB47,1,6
NYH2,PHN82/PHB47,2,6
NYH2,PHN82/PHHV4,1,6
NYH2,PHN82/PHHV4,2,6
NYH2,PHN82/PHRE1,1,6
NYH2,PHN82/PHRE1,2,6
NYH2,PHN82/S8324,1,6
NYH2,PHN82/S8324,2,6
NYH2,PHP02/PHB47,2,6
NYH2,PHP85/3IIH6,1,6
NYH2,PHP85/3IIH6,2,6
NYH2,PHRE1/LH162,1,6
NYH2,PHRE1/LH162,2,6
NYH2,PHRE1/PHR25,1,6
NYH2,PHRE1/PHR25,2,6
NYH2,PHT69/3IIH6,1,6
NYH2,PHT69/3IIH6,2,6
NYH2,PHV37/3IIH6,1,6
NYH2,PHV37/3IIH6,2,6
NYH2,PHW03/LH145,1,6
NYH2,PHW03/LH145,2,6
NYH2,PHW03/S8324,1,6
NYH2,PHW03/S8324,2,6
NYH2,PHW52/PHM49,1,6
NYH2,PHW52/PHM49,2,6
NYH2,PHW52/PHN82,1,6
NYH2,PHW52/TX205,1,6
NYH2,PHW52/TX205,2,6
NYH2,PHZ51/LH145,1,6
NYH2,PHZ51/PHRE1,1,6
NYH2,PHZ51/PHRE1,2,6
NYH2,R229/3IIH6,1,6
NYH2,R229/3IIH6,2,6
NYH2,REDEAR2-2-2-1-1-2-B-B-1-B10/LH195,1,6
NYH2,REDEAR2-2-2-1-1-2-B-B-1-B10/LH195,2,6
NYH2,S8324/3IIH6,1,6
NYH2,S8324/3IIH6,2,6
NYH2,S8324/LH162,1,6
NYH2,S8324/LH162,2,6
NYH2,S8324/PHK05,1,6
NYH2,S8324/PHK05,2,6
NYH2,S8324/PHK56,1,6
NYH2,S8324/PHK56,2,6
NYH2,S8324/PHR25,1,6
NYH2,S8324/PHR25,2,6
NYH2,S8324/PHZ51,1,6
NYH2,S8324/PHZ51,2,6
NYH2,S8326/CG120,1,6
NYH2,S8326/CG120,2,6
NYH2,S8326/LH145,1,6
NYH2,S8326/LH145,2,6
NYH2,S8326/PHB47,1,6
NYH2,S8326/PHB47,2,6
NYH2,S8326/PHHV4,1,6
NYH2,S8326/PHHV4,2,6
NYH2,S8326/PHRE1,1,6
NYH2,S8326/PHRE1,2,6
NYH2,S8326/S8324,1,6
NYH2,S8326/S8324,2,6
NYH2,SD101/3IIH6,1,6
NYH2,SD101/3IIH6,2,6
NYH2,TR 9-1-1-6/3IIH6,1,6
NYH2,TR 9-1-1-6/3IIH6,2,6
NYH2,TX714/PHZ51,1,6
NYH2,TX714/PHZ51,2,6
NYH2,TX714/TX777,1,6
NYH2,TX714/TX777,2,6
NYH2,VA35/LH195,1,6
NYH2,W10001_0022/PHB47,1,6
NYH2,W10001_0022/PHB47,2,6
NYH2,W10004_0007/3IIH6,1,6
NYH2,W10004_0007/3IIH6,2,6
NYH2,W10004_0008/3IIH6,1,6
NYH2,W10004_0008/3IIH6,2,6
NYH2,W10004_0011/3IIH6,1,6
NYH2,W10004_0026/3IIH6,1,6
NYH2,W10004_0026/3IIH6,2,6
NYH2,W10004_0041/3IIH6,1,6
NYH2,W10004_0041/3IIH6,2,6
NYH2,W10004_0045/3IIH6,1,6
NYH2,W10004_0045/3IIH6,2,6
NYH2,W10004_0062/3IIH6,1,6
NYH2,W10004_0062/3IIH6,2,6
NYH2,W10004_0072/3IIH6,1,6
NYH2,W10004_0072/3IIH6,2,6
NYH2,W10004_0080/3IIH6,1,6
NYH2,W10004_0080/3IIH6,2,6
NYH2,W10004_0095/3IIH6,1,6
NYH2,W10004_0119/3IIH6,1,6
NYH2,W10004_0119/3IIH6,2,6
NYH2,W10004_0121/3IIH6,1,6
NYH2,W10004_0121/3IIH6,2,6
NYH2,W10004_0140/3IIH6,1,6
NYH2,W10004_0148/3IIH6,1,6
NYH2,W10004_0148/3IIH6,2,6
NYH2,W10004_0178/3IIH6,1,6
NYH2,W10004_0208/3IIH6,1,6
NYH2,W10004_0208/3IIH6,2,6
NYH2,W10004_0212/3IIH6,1,6
NYH2,W10004_0212/3IIH6,2,6
NYH2,W10004_0216/PHZ51,1,6
NYH2,W10004_0225/3IIH6,1,6
NYH2,W10004_0225/3IIH6,2,6
NYH2,W10004_0258/3IIH6,1,6
NYH2,W10004_0258/3IIH6,2,6
NYH2,W10004_0292/3IIH6,1,6
NYH2,W10004_0292/3IIH6,2,6
NYH2,W10005_0107/PHB47,1,6
NYH2,W10005_0107/PHB47,2,6
NYH2,W37A/PHB47,1,6
NYH2,W37A/PHB47,2,6
NYH2,WF9/H95,1,6
NYH2,WF9/H95,2,6
OHH1,LH195/LH82,1,10
OHH1,LH195/LH82,2,10
OHH1,LH198/PHZ51,1,10
OHH1,LH198/PHZ51,2,10
OHH1,PHB47/PHZ51,1,10
OHH1,PHB47/PHZ51,2,10
OHH1,PHW52/PHN82,1,10
OHH1,PHW52/PHN82,2,10
OHH1,W10004_0148/3IIH6,1,10
OHH1,W10004_0148/3IIH6,2,10
ONH1,2369/3IIH6,1,6
ONH1,2369/3IIH6,2,6
ONH1,2369/LH123HT,1,6
ONH1,2369/LH123HT,2,6
ONH1,B14A/H95,1,6
ONH1,B14A/H95,2,6
ONH1,B14A/MO17,1,6
ONH1,B14A/MO17,2,6
ONH1,B14A/OH43,1,6
ONH1,B14A/OH43,2,6
ONH1,B37/H95,1,6
ONH1,B37/H95,2,6
ONH1,B37/MO17,1,6
ONH1,B37/MO17,2,6
ONH1,B37/OH43,1,6
ONH1,B37/OH43,2,6
ONH1,B73/MO17,1,6
ONH1,B73/MO17,2,6
ONH1,B73/PHM49,1,6
ONH1,B73/PHM49,2,6
ONH1,B73/PHN82,1,6
ONH1,B73/PHN82,2,6
ONH1,B73/PHZ51,1,12
ONH1,B73/PHZ51,2,6
ONH1,B97/PHB47,1,6
ONH1,B97/PHB47,2,6
ONH1,BGEM-0001-N/LH195,1,6
ONH1,BGEM-0001-N/LH195,2,6
ONH1,BGEM-0005-N/LH195,1,6
ONH1,BGEM-0039-N/LH195,1,6
ONH1,BGEM-0040-N/LH195,1,6
ONH1,BGEM-0063-N/LH195,1,6
ONH1,BGEM-0066-N/LH195,1,6
ONH1,BGEM-0066-N/LH195,2,6
ONH1,BGEM-0088-N/LH195,2,6
ONH1,BGEM-0089-N/LH195,1,6
ONH1,BGEM-0102-N/LH195,1,6
ONH1,BGEM-0107-N/LH195,1,6
ONH1,BGEM-0110-N/LH195,2,6
ONH1,BGEM-0120-N/LH195,2,6
ONH1,BGEM-0121-N/LH195,1,6
ONH1,BGEM-0124-N/LH195,1,6
ONH1,BGEM-0125-N/LH195,1,6
ONH1,BGEM-0125-N/LH195,2,6
ONH1,BGEM-0126-N/LH195,2,6
ONH1,BGEM-0129-N/LH195,1,6
ONH1,BGEM-0129-N/LH195,2,6
ONH1,BGEM-0130-N/LH195,1,6
ONH1,BGEM-0130-N/LH195,2,6
ONH1,BGEM-0140-N/LH195,1,6
ONH1,BGEM-0141-N/LH195,2,6
ONH1,BGEM-0143-N/LH195,1,6
ONH1,BGEM-0145-N/LH195,2,6
ONH1,BGEM-0151-N/LH195,1,6
ONH1,BGEM-0157-N/LH195,1,6
ONH1,BGEM-0174-N/LH195,2,6
ONH1,BGEM-0182-N/LH195,1,6
ONH1,BGEM-0184-N/LH195,1,6
ONH1,BGEM-0193-N/LH195,1,6
ONH1,BGEM-0202-N/LH195,1,6
ONH1,BGEM-0202-N/LH195,2,6
ONH1,BGEM-0203-N/LH195,1,6
ONH1,BGEM-0203-N/LH195,2,6
ONH1,BGEM-0204-N/LH195,1,6
ONH1,BGEM-0204-N/LH195,2,6
ONH1,BGEM-0205-N/LH195,1,6
ONH1,BGEM-0205-N/LH195,2,6
ONH1,BGEM-0206-N/LH195,1,6
ONH1,BGEM-0206-N/LH195,2,6
ONH1,BGEM-0207-N/LH195,1,6
ONH1,BGEM-0207-N/LH195,2,6
ONH1,BGEM-0209-N/LH195,1,6
ONH1,BGEM-0210-N/LH195,1,6
ONH1,BGEM-0210-N/LH195,2,6
ONH1,BGEM-0227-N/LH195,1,6
ONH1,BGEM-0227-N/LH195,2,6
ONH1,BGEM-0228-N/LH195,1,6
ONH1,BGEM-0228-N/LH195,2,6
ONH1,BGEM-0235-N/LH195,1,6
ONH1,BGEM-0239-N/LH195,1,6
ONH1,BGEM-0240-N/LH195,1,6
ONH1,BGEM-0242-N/LH195,2,6
ONH1,BGEM-0246-N/LH195,1,6
ONH1,BGEM-0248-N/LH195,1,6
ONH1,BGEM-0253-N/LH195,1,6
ONH1,BGEM-0256-N/LH195,1,6
ONH1,BGEM-0259-N/LH195,1,6
ONH1,CG104/CG102,1,6
ONH1,CG104/CG102,2,6
ONH1,CG118/CGR01,1,6
ONH1,CG118/CGR01,2,6
ONH1,CG119/CG108,1,12
ONH1,CG119/CG108,2,12
ONH1,CG120/3IIH6,1,6
ONH1,CG120/3IIH6,2,6
ONH1,CG120/LH162,1,6
ONH1,CG120/LH162,2,6
ONH1,CG120/LH185,1,6
ONH1,CG120/LH185,2,6
ONH1,CG120/PHK05,1,6
ONH1,CG120/PHK05,2,6
ONH1,CG120/PHR25,1,6
ONH1,CG120/PHR25,2,6
ONH1,CG120/PHW03,1,6
ONH1,CG120/PHW03,2,6
ONH1,CG120/PHZ51,1,6
ONH1,CG120/PHZ51,2,6
ONH1,CG123/LH145,1,6
ONH1,CG123/LH145,2,6
ONH1,CG123/PHRE1,1,6
ONH1,CG123/PHRE1,2,6
ONH1,CG123/S8324,1,6
ONH1,CG123/S8324,2,6
ONH1,CG124/CG120,1,6
ONH1,CG124/CG120,2,6
ONH1,CG124/LH145,1,6
ONH1,CG124/LH145,2,6
ONH1,CG124/PHHV4,1,6
ONH1,CG124/PHHV4,2,6
ONH1,CG124/PHRE1,1,6
ONH1,CG124/PHRE1,2,6
ONH1,CG124/S8324,1,6
ONH1,CG124/S8324,2,6
ONH1,CG44/CGR01,1,12
ONH1,CG44/CGR01,2,12
ONH1,CG60/LH162,1,6
ONH1,CG60/LH162,2,6
ONH1,CG60/LH185,1,6
ONH1,CG60/LH185,2,6
ONH1,CG60/LH82,1,6
ONH1,CG60/LH82,2,6
ONH1,CGR01/LH82,1,12
ONH1,CGR01/LH82,2,12
ONH1,CGR03/CG108,1,12
ONH1,CGR03/CG108,2,12
ONH1,CML442*CML343/LH195,1,6
ONH1,CML442*CML343/LH195,2,6
ONH1,DKC38-03 RIB,1,6
ONH1,DKC38-03 RIB,2,6
ONH1,DKC42-60 RIB,1,6
ONH1,DKC42-60 RIB,2,6
ONH1,F42/H95,1,6
ONH1,F42/H95,2,6
ONH1,F42/MO17,1,6
ONH1,F42/MO17,2,6
ONH1,F42/OH43,1,6
ONH1,F42/OH43,2,6
ONH1,GEMN-0260/3IIH6,1,12
ONH1,GEMN-0260/3IIH6,2,18
ONH1,GEMN-0261/3IIH6,1,6
ONH1,GEMN-0261/3IIH6,2,24
ONH1,GEMN-0262/3IIH6,1,12
ONH1,GEMN-0262/3IIH6,2,24
ONH1,GEMN-0263/3IIH6,1,6
ONH1,GEMN-0263/3IIH6,2,18
ONH1,GEMN-0264/3IIH6,1,6
ONH1,GEMN-0264/3IIH6,2,30
ONH1,GEMN-0265/3IIH6,1,6
ONH1,GEMN-0265/3IIH6,2,12
ONH1,GEMN-0266/3IIH6,1,6
ONH1,GEMN-0266/3IIH6,2,30
ONH1,GEMN-0268/3IIH6,1,6
ONH1,GEMN-0268/3IIH6,2,6
ONH1,GEMN-0269/3IIH6,1,6
ONH1,GEMN-0269/3IIH6,2,6
ONH1,LH123HT/3IIH6,1,6
ONH1,LH123HT/3IIH6,2,6
ONH1,LH145/3IIH6,1,6
ONH1,LH145/3IIH6,2,6
ONH1,LH145/LH162,1,6
ONH1,LH145/LH162,2,6
ONH1,LH145/PHR25,1,6
ONH1,LH145/PHR25,2,6
ONH1,LH185/LH145,1,6
ONH1,LH185/LH145,2,6
ONH1,LH185/PHRE1,1,6
ONH1,LH185/PHRE1,2,6
ONH1,LH185/S8324,1,6
ONH1,LH185/S8324,2,6
ONH1,LH195/CGR01,1,6
ONH1,LH195/CGR01,2,6
ONH1,LH195/LH82,1,6
ONH1,LH195/LH82,2,6
ONH1,LH195/PHN37,1,6
ONH1,LH195/PHN37,2,6
ONH1,LH198/CGR01,1,6
ONH1,LH198/CGR01,2,6
ONH1,LH198/PHN37,1,6
ONH1,LH198/PHN37,2,6
ONH1,LH198/PHZ51,1,6
ONH1,LH198/PHZ51,2,6
ONH1,LH212HT/LH195,1,6
ONH1,LH212HT/LH195,2,6
ONH1,LH216/LH195,1,6
ONH1,LH216/LH195,2,6
ONH1,LH74/PHN82,1,6
ONH1,LH74/PHN82,2,6
ONH1,LH74/TX205,1,6
ONH1,LH74/TX205,2,6
ONH1,LH82/CG102,1,12
ONH1,LH82/CG102,2,12
ONH1,LH82/LH145,1,6
ONH1,LH82/LH145,2,6
ONH1,LH82/PHB47,1,6
ONH1,LH82/PHB47,2,6
ONH1,LH82/S8324,1,6
ONH1,LH82/S8324,2,6
ONH1,MBNIL B004/PHZ51,1,6
ONH1,MBNIL B004/PHZ51,2,12
ONH1,MBNIL B015/3IIH6,1,6
ONH1,MBNIL B015/3IIH6,2,6
ONH1,MBNIL B015/PHZ51,1,6
ONH1,MBNIL B015/PHZ51,2,6
ONH1,MBNIL B040/3IIH6,1,6
ONH1,MBNIL B040/3IIH6,2,6
ONH1,MBNIL B040/PHZ51,1,6
ONH1,MBNIL B040/PHZ51,2,12
ONH1,MBNIL B043/PHZ51,1,6
ONH1,MBNIL B043/PHZ51,2,6
ONH1,MBNIL B044/PHZ51,1,12
ONH1,MBNIL B044/PHZ51,2,6
ONH1,MBNIL B049/PHZ51,1,6
ONH1,MBNIL B049/PHZ51,2,6
ONH1,MBNIL B055/LH185,1,6
ONH1,MBNIL B055/LH185,2,6
ONH1,MBNIL B055/PHZ51,1,6
ONH1,MBNIL B055/PHZ51,2,6
ONH1,MBNIL B057/PHZ51,1,6
ONH1,MBNIL B057/PHZ51,2,6
ONH1,MBNIL B065/3IIH6,1,6
ONH1,MBNIL B065/3IIH6,2,6
ONH1,MBNIL B065/PHZ51,1,6
ONH1,MBNIL B065/PHZ51,2,6
ONH1,MBNIL B078/3IIH6,1,6
ONH1,MBNIL B078/PHZ51,1,6
ONH1,MBNIL B078/PHZ51,2,12
ONH1,MBNIL B102/PHZ51,1,6
ONH1,MBNIL B102/PHZ51,2,6
ONH1,MBNIL B107/PHZ51,1,6
ONH1,MBNIL B107/PHZ51,2,6
ONH1,MBNIL B111/3IIH6,1,6
ONH1,MBNIL B111/3IIH6,2,6
ONH1,MBNIL B111/PHZ51,1,6
ONH1,MBNIL B111/PHZ51,2,18
ONH1,MBNIL B122/3IIH6,1,6
ONH1,MBNIL B122/3IIH6,2,6
ONH1,MBNIL B122/PHZ51,1,12
ONH1,MBNIL B122/PHZ51,2,6
ONH1,MBNIL B123/PHZ51,1,6
ONH1,MBNIL B123/PHZ51,2,6
ONH1,MBNIL B125/3IIH6,1,6
ONH1,MBNIL B125/3IIH6,2,6
ONH1,MBNIL B125/PHZ51,1,6
ONH1,MBNIL B125/PHZ51,2,6
ONH1,MBNIL B131/3IIH6,1,6
ONH1,MBNIL B131/3IIH6,2,6
ONH1,MBNIL B131/PHZ51,1,6
ONH1,MBNIL B131/PHZ51,2,6
ONH1,MBNIL B136/3IIH6,1,6
ONH1,MBNIL B136/3IIH6,2,6
ONH1,MBNIL B136/PHZ51,1,6
ONH1,MBNIL B136/PHZ51,2,6
ONH1,MBNIL B154/3IIH6,1,6
ONH1,MBNIL B154/3IIH6,2,6
ONH1,MBNIL B154/PHZ51,1,6
ONH1,MBNIL B154/PHZ51,2,6
ONH1,MBNIL B169/PHZ51,1,6
ONH1,MBNIL B169/PHZ51,2,6
ONH1,MBNIL B175/3IIH6,1,6
ONH1,MBNIL B175/3IIH6,2,6
ONH1,MBNIL B175/LH185,1,6
ONH1,MBNIL B175/LH185,2,6
ONH1,MBNIL B175/PHZ51,1,6
ONH1,MBNIL B175/PHZ51,2,6
ONH1,MBNIL B189/3IIH6,1,6
ONH1,MBNIL B189/3IIH6,2,6
ONH1,MBNIL B189/LH185,1,6
ONH1,MBNIL B189/PHZ51,1,6
ONH1,MBNIL B189/PHZ51,2,6
ONH1,P9188AM,1,6
ONH1,P9188AM,2,6
ONH1,P9675AMXT,1,6
ONH1,P9675AMXT,2,6
ONH1,P9855HR,1,6
ONH1,P9855HR,2,6
ONH1,PB80/PHZ51,1,6
ONH1,PB80/PHZ51,2,6
ONH1,PHB47/3IIH6,1,6
ONH1,PHB47/3IIH6,2,6
ONH1,PHB47/LH162,1,6
ONH1,PHB47/LH162,2,6
ONH1,PHB47/LH185,1,6
ONH1,PHB47/LH185,2,6
ONH1,PHB47/PHK05,1,6
ONH1,PHB47/PHK05,2,6
ONH1,PHB47/PHK56,1,6
ONH1,PHB47/PHK56,2,6
ONH1,PHB47/PHR25,1,6
ONH1,PHB47/PHR25,2,6
ONH1,PHB47/PHW03,1,6
ONH1,PHB47/PHW03,2,6
ONH1,PHB47/PHZ51,1,12
ONH1,PHB47/PHZ51,2,12
ONH1,PHG29/CG120,1,6
ONH1,PHG29/CG120,2,6
ONH1,PHG29/LH145,1,6
ONH1,PHG29/LH145,2,6
ONH1,PHG29/PHB47,1,6
ONH1,PHG29/PHB47,2,6
ONH1,PHG29/PHG47,1,6
ONH1,PHG29/PHG47,2,6
ONH1,PHG29/PHHV4,1,6
ONH1,PHG29/PHHV4,2,6
ONH1,PHG29/PHRE1,1,6
ONH1,PHG29/PHRE1,2,6
ONH1,PHG29/S8324,1,6
ONH1,PHG29/S8324,2,6
ONH1,PHG39/PHN82,1,6
ONH1,PHG39/PHN82,2,6
ONH1,PHG39/TX205,1,6
ONH1,PHG39/TX205,2,6
ONH1,PHG47/CG120,1,6
ONH1,PHG47/CG120,2,6
ONH1,PHG47/LH145,1,6
ONH1,PHG47/LH145,2,6
ONH1,PHG47/PHB47,1,6
ONH1,PHG47/PHB47,2,6
ONH1,PHG47/PHHV4,1,6
ONH1,PHG47/PHHV4,2,6
ONH1,PHG47/PHRE1,1,6
ONH1,PHG47/PHRE1,2,6
ONH1,PHG47/S8324,1,6
ONH1,PHG47/S8324,2,6
ONH1,PHG80/PHZ51,1,6
ONH1,PHG80/PHZ51,2,6
ONH1,PHHV4/3IIH6,1,6
ONH1,PHHV4/3IIH6,2,6
ONH1,PHHV4/LH162,1,6
ONH1,PHHV4/LH162,2,6
ONH1,PHHV4/LH185,1,6
ONH1,PHHV4/LH185,2,6
ONH1,PHHV4/PHK05,1,6
ONH1,PHHV4/PHK05,2,6
ONH1,PHHV4/PHK56,1,6
ONH1,PHHV4/PHK56,2,6
ONH1,PHHV4/PHR25,1,6
ONH1,PHHV4/PHR25,2,6
ONH1,PHHV4/PHW03,1,6
ONH1,PHHV4/PHW03,2,6
ONH1,PHHV4/PHZ51,1,6
ONH1,PHHV4/PHZ51,2,6
ONH1,PHJ40/LH82,1,6
ONH1,PHJ40/LH82,2,6
ONH1,PHJ89/CG120,1,6
ONH1,PHJ89/CG120,2,6
ONH1,PHJ89/LH145,1,6
ONH1,PHJ89/LH145,2,6
ONH1,PHJ89/PHHV4,1,6
ONH1,PHJ89/PHHV4,2,6
ONH1,PHJ89/PHRE1,1,6
ONH1,PHJ89/PHRE1,2,6
ONH1,PHJ89/S8324,1,6
ONH1,PHJ89/S8324,2,6
ONH1,PHK05/PHRE1,1,6
ONH1,PHK05/PHRE1,2,6
ONH1,PHK56/PHRE1,1,6
ONH1,PHK56/PHRE1,2,6
ONH1,PHN11_OH43_0001/PHB47,1,6
ONH1,PHN11_OH43_0001/PHB47,2,6
