#TIME Node0_NumHit Node1_NumHit Node0_NumMiss Node1_NumMiss Node0_Local Node1_Local Node0_Other Node1_Other Node0_Free Node1_Free Node0_Used Node1_Used
1518731454 23387674 23503966 1774780 95631 23387256 23498913 1775198 100684 92336.20 73600.68 4629.81 24703.32
1518731464 23387735 23503977 1774780 95631 23387318 23498924 1775198 100684 92336.91 73600.85 4628.02 24703.15
1518731474 23387798 23503985 1774780 95631 23387380 23498932 1775198 100684 92336.61 73600.60 4628.85 24703.40
1518731484 23387859 23503995 1774780 95631 23387441 23498942 1775198 100684 92335.87 73600.84 4630.15 24703.16
1518731495 23387921 23504004 1774780 95631 23387503 23498951 1775198 100684 92337.45 73601.81 4627.59 24702.19
1518731505 23387982 23504013 1774780 95631 23387564 23498960 1775198 100684 92338.98 73601.09 4627.03 24702.91
1518731515 23388044 23504022 1774780 95631 23387626 23498969 1775198 100684 92337.91 73602.07 4628.12 24701.93
1518731525 23388106 23504032 1774780 95631 23387689 23498979 1775198 100684 92337.50 73602.31 4627.43 24701.69
1518731535 23388169 23504041 1774780 95631 23387751 23498988 1775198 100684 92338.04 73601.95 4628.05 24702.05
1518731545 23388229 23504051 1774780 95631 23387811 23498998 1775198 100684 92336.96 73602.00 4628.96 24702.00
1518731556 23388290 23504062 1774780 95631 23387872 23499009 1775198 100684 92337.40 73602.48 4628.67 24701.52
1518731566 23388352 23504071 1774780 95631 23387934 23499018 1775198 100684 92337.20 73602.01 4628.34 24702.49
1518731576 23388415 23504081 1774780 95631 23387997 23499028 1775198 100684 92338.95 73602.88 4626.97 24701.12
1518731586 23388475 23504091 1774780 95631 23388058 23499037 1775198 100684 92338.70 73602.00 4627.28 24701.51
1518731596 23388538 23504101 1774780 95631 23388120 23499048 1775198 100684 92339.45 73601.93 4626.11 24702.07
1518731607 23388596 23504111 1774780 95631 23388178 23499057 1775198 100684 92338.98 73602.52 4626.59 24701.48
1518731617 23388659 23504162 1774780 95631 23388241 23499108 1775198 100684 92341.22 77598.86 4625.14 20717.14
1518731627 23388718 23504205 1774780 95631 23388301 23499152 1775198 100684 92339.22 76682.99 4626.28 21621.01
1518731637 23388779 23504215 1774780 95631 23388361 23499162 1775198 100684 92338.13 76683.09 4627.45 21620.91
1518731647 23388841 23504225 1774780 95631 23388424 23499172 1775198 100684 92338.30 76683.01 4627.73 21620.99
1518731658 23388903 23504234 1774780 95631 23388485 23499181 1775198 100684 92338.02 76682.78 4626.46 21620.73
