TIMESTAMP        home1-RQ         home1-RD         home1-WR         work-RQ          work-RD          work-WR          scratch-RQ       scratch-RD       scratch-WR       spur-RQ          spur-RD          spur-WR          
1519688560        57791            630686056         1109643255       134415            4939621468       10836827672       1652593          678991768213      1036388426508    7004              0                0                 0                
1519688570        57791            630686056         1109643255       134463            4939632176       10836835371       1652593          678991768213      1036388426508    7004              0                0                 0                
1519688580        57791            630686056         1109643255       134511            4939642884       10836843071       1652593          678991768213      1036388426508    7004              0                0                 0                
1519688590        57791            630686056         1109643255       134559            4939653592       10836850771       1652593          678991768213      1036388426508    7004              0                0                 0                
1519688601        57793            630686056         1109643255       134607            4939664300       10836858471       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688611        57793            630686056         1109643255       134656            4939675008       10836866171       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688621        57793            630686056         1109643255       134705            4939685716       10836873871       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688631        57793            630686056         1109643255       134754            4939696424       10836881573       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688641        57793            630686056         1109643255       134803            4939707132       10836889273       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688652        57793            630686056         1109643255       134852            4939717840       10836896973       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688662        57793            630686056         1109643255       134901            4939728548       10836904673       1652597          678991768213      1036388426508    7006              0                0                 0                
1519688672        57795            630686056         1109643255       134950            4939739256       10836912373       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688684        57795            630686056         1109643255       134999            4939749964       10836920073       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688694        57795            630686056         1109643255       135048            4939760672       10836927773       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688704        57795            630686056         1109643255       135096            4939771380       10836935473       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688714        57795            630686056         1109643255       135144            4939782088       10836943173       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688724        57795            630686056         1109643255       135192            4939792796       10836950873       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688735        57795            630686056         1109643255       135240            4939803504       10836958573       1652601          678991768213      1036388426508    7008              0                0                 0                
1519688745        57797            630686056         1109643255       135288            4939814212       10836966273       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688756        57797            630686056         1109643255       135336            4939824920       10836973973       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688766        57797            630686056         1109643255       135384            4939835628       10836981673       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688776        57797            630686056         1109643255       135432            4939846336       10836989373       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688786        57797            630686056         1109643255       135480            4939857044       10836997073       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688796        57797            630686056         1109643255       135528            4939867752       10837004773       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688806        57797            630686056         1109643255       135576            4939878460       10837012473       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688817        57797            630686056         1109643255       135624            4939889168       10837020173       1652605          678991768213      1036388426508    7010              0                0                 0                
1519688827        57799            630686056         1109643255       135672            4939899876       10837027873       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688837        57799            630686056         1109643255       135720            4939910584       10837035573       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688847        57799            630686056         1109643255       135768            4939921292       10837043273       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688857        57799            630686056         1109643255       135816            4939932000       10837050972       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688868        57799            630686056         1109643255       135864            4939942708       10837058672       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688878        57799            630686056         1109643255       135912            4939953416       10837066372       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688888        57799            630686056         1109643255       135960            4939964124       10837074072       1652609          678991768213      1036388426508    7012              0                0                 0                
1519688898        57801            630686056         1109643255       136008            4939974832       10837081772       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688909        57801            630686056         1109643255       136056            4939985540       10837089472       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688919        57801            630686056         1109643255       136104            4939996248       10837097172       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688929        57801            630686056         1109643255       136152            4940006956       10837104872       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688940        57801            630686056         1109643255       136200            4940017664       10837112572       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688950        57801            630686056         1109643255       136248            4940028372       10837120272       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688960        57801            630686056         1109643255       136296            4940039080       10837127972       1652613          678991768213      1036388426508    7014              0                0                 0                
1519688970        57803            630686056         1109643255       136344            4940049788       10837135672       1652617          678991768213      1036388426508    7016              0                0                 0                
1519688980        57803            630686056         1109643255       136392            4940060496       10837143372       1652617          678991768213      1036388426508    7016              0                0                 0                
1519688990        57803            630686056         1109643255       136440            4940071204       10837151072       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689001        57803            630686056         1109643255       136488            4940081912       10837158791       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689011        57803            630686056         1109643255       136536            4940092620       10837166491       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689021        57803            630686056         1109643255       136584            4940103328       10837174191       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689031        57803            630686056         1109643255       136632            4940114036       10837181891       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689041        57803            630686056         1109643255       136680            4940124744       10837189591       1652617          678991768213      1036388426508    7016              0                0                 0                
1519689052        57805            630686056         1109643255       136728            4940135452       10837197291       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689062        57805            630686056         1109643255       136776            4940146160       10837204991       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689072        57805            630686056         1109643255       136824            4940156868       10837212691       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689082        57805            630686056         1109643255       136872            4940167576       10837220391       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689092        57805            630686056         1109643255       136920            4940178284       10837228091       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689103        57805            630686056         1109643255       136968            4940188992       10837235791       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689113        57805            630686056         1109643255       137016            4940199700       10837243491       1652621          678991768213      1036388426508    7018              0                0                 0                
1519689123        57807            630686056         1109643255       137064            4940210408       10837251191       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689133        57807            630686056         1109643255       137112            4940221116       10837258891       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689144        57807            630686056         1109643255       137160            4940231824       10837266591       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689154        57807            630686056         1109643255       137208            4940242532       10837274291       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689164        57807            630686056         1109643255       137256            4940253240       10837281991       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689174        57807            630686056         1109643255       137304            4940263948       10837289691       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689184        57807            630686056         1109643255       137352            4940274656       10837297391       1652625          678991768213      1036388426508    7020              0                0                 0                
1519689194        57809            630686056         1109643255       137400            4940285364       10837305091       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689205        57809            630686056         1109643255       137448            4940296072       10837312791       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689215        57809            630686056         1109643255       137496            4940306780       10837320491       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689225        57809            630686056         1109643255       137544            4940317488       10837328191       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689235        57809            630686056         1109643255       137592            4940328196       10837335891       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689246        57809            630686056         1109643255       137641            4940338904       10837343591       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689256        57809            630686056         1109643255       137690            4940349612       10837351291       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689266        57809            630686056         1109643255       137738            4940360320       10837358991       1652629          678991768213      1036388426508    7022              0                0                 0                
1519689276        57811            630686056         1109643255       137786            4940371028       10837366691       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689286        57811            630686056         1109643255       137834            4940381736       10837374391       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689297        57811            630686056         1109643255       137882            4940392444       10837382091       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689307        57811            630686056         1109643255       137930            4940403152       10837389791       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689317        57811            630686056         1109643255       137978            4940413860       10837397491       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689327        57811            630686056         1109643255       138026            4940424568       10837405191       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689337        57811            630686056         1109643255       138074            4940435276       10837412891       1652633          678991768213      1036388426508    7024              0                0                 0                
1519689347        57813            630686056         1109643255       138122            4940445984       10837420591       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689358        57813            630686056         1109643255       138170            4940456692       10837428291       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689368        57813            630686056         1109643255       138218            4940467400       10837435991       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689378        57813            630686056         1109643255       138266            4940478108       10837443691       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689388        57813            630686056         1109643255       138314            4940488816       10837451391       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689398        57813            630686056         1109643255       138362            4940499524       10837459091       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689408        57813            630686056         1109643255       138410            4940510232       10837466791       1652637          678991768213      1036388426508    7026              0                0                 0                
1519689418        57815            630686056         1109643255       138458            4940520940       10837474491       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689429        57815            630686056         1109643255       138506            4940531648       10837482191       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689439        57815            630686056         1109643255       138554            4940542356       10837489891       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689449        57815            630686056         1109643255       138602            4940553064       10837497591       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689459        57815            630686056         1109643255       138650            4940563772       10837505291       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689469        57815            630686056         1109643255       138698            4940574480       10837512991       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689480        57815            630686056         1109643255       138746            4940585188       10837520691       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689490        57815            630686056         1109643255       138794            4940595896       10837528391       1652641          678991768213      1036388426508    7028              0                0                 0                
1519689500        57817            630686056         1109643255       138842            4940606604       10837536091       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689510        57817            630686056         1109643255       138890            4940617312       10837543791       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689520        57817            630686056         1109643255       138938            4940628020       10837551491       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689530        57817            630686056         1109643255       138986            4940638728       10837559191       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689540        57817            630686056         1109643255       139034            4940649436       10837566891       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689551        57817            630686056         1109643255       139082            4940660144       10837574591       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689561        57817            630686056         1109643255       139131            4940670852       10837582291       1652645          678991768213      1036388426508    7030              0                0                 0                
1519689571        57819            630686056         1109643255       139180            4940681560       10837589991       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689581        57819            630686056         1109643255       139229            4940692268       10837597691       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689591        57819            630686056         1109643255       139278            4940702976       10837605410       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689601        57819            630686056         1109643255       139327            4940713684       10837613110       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689612        57819            630686056         1109643255       139376            4940724392       10837620810       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689622        57819            630686056         1109643255       139425            4940735100       10837628510       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689632        57819            630686056         1109643255       139474            4940745808       10837636210       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689642        57819            630686056         1109643255       139523            4940756516       10837643910       1652649          678991768213      1036388426508    7032              0                0                 0                
1519689652        57821            630686056         1109643255       139572            4940767224       10837651610       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689662        57821            630686056         1109643255       139621            4940777932       10837659310       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689672        57821            630686056         1109643255       139670            4940788640       10837667010       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689683        57821            630686056         1109643255       139719            4940799348       10837674710       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689693        57821            630686056         1109643255       139768            4940810056       10837682410       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689703        57821            630686056         1109643255       139817            4940820764       10837690110       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689713        57821            630686056         1109643255       139866            4940831472       10837697810       1652653          678991768213      1036388426508    7034              0                0                 0                
1519689723        57823            630686056         1109643255       139915            4940842180       10837705510       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689733        57823            630686056         1109643255       139964            4940852888       10837713210       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689744        57823            630686056         1109643255       140013            4940863596       10837720910       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689754        57823            630686056         1109643255       140061            4940874304       10837728610       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689764        57823            630686056         1109643255       140109            4940885012       10837736310       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689774        57823            630686056         1109643255       140157            4940895720       10837744010       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689784        57823            630686056         1109643255       140205            4940906428       10837751710       1652657          678991768213      1036388426508    7036              0                0                 0                
1519689794        57825            630686056         1109643255       140253            4940917136       10837759410       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689804        57825            630686056         1109643255       140301            4940927844       10837767110       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689815        57825            630686056         1109643255       140349            4940938552       10837774810       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689825        57825            630686056         1109643255       140397            4940949260       10837782510       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689835        57825            630686056         1109643255       140445            4940959968       10837790210       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689845        57825            630686056         1109643255       140493            4940970676       10837797910       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689855        57825            630686056         1109643255       140541            4940981384       10837805610       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689865        57825            630686056         1109643255       140589            4940992092       10837813310       1652661          678991768213      1036388426508    7038              0                0                 0                
1519689875        57827            630686056         1109643255       140637            4941002800       10837821010       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689886        57827            630686056         1109643255       140685            4941013508       10837828710       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689896        57827            630686056         1109643255       140733            4941024216       10837836410       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689906        57827            630686056         1109643255       140781            4941034924       10837844110       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689916        57827            630686056         1109643255       140829            4941045632       10837851810       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689926        57827            630686056         1109643255       140877            4941056340       10837859510       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689936        57827            630686056         1109643255       140925            4941067048       10837867210       1652665          678991768213      1036388426508    7040              0                0                 0                
1519689947        57829            630686056         1109643255       140973            4941077756       10837874910       1652669          678991768213      1036388426508    7042              0                0                 0                
1519689957        57829            630686056         1109643255       141021            4941088464       10837882610       1652669          678991768213      1036388426508    7042              0                0                 0                
1519689967        57829            630686056         1109643255       141069            4941099172       10837890310       1652669          678991768213      1036388426508    7042              0                0                 0                
1519689977        57829            630686056         1109643255       141117            4941109880       10837898010       1652669          678991768213      1036388426508    7042              0                0                 0                
1519689987        57829            630686056         1109643255       141165            4941120588       10837905710       1652669          678991768213      1036388426508    7042              0                0                 0                
1519689997        57829            630686056         1109643255       141213            4941131296       10837913410       1652669          678991768213      1036388426508    7042              0                0                 0                
1519690007        57829            630686056         1109643255       141261            4941142004       10837921110       1652669          678991768213      1036388426508    7042              0                0                 0                
1519690018        57829            630686056         1109643255       141309            4941152712       10837928810       1652669          678991768213      1036388426508    7042              0                0                 0                
1519690028        57831            630686056         1109643255       141357            4941163420       10837936510       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690038        57831            630686056         1109643255       141405            4941174128       10837944210       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690048        57831            630686056         1109643255       141453            4941184836       10837951910       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690058        57831            630686056         1109643255       141501            4941195544       10837959610       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690068        57831            630686056         1109643255       141549            4941206252       10837967310       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690079        57831            630686056         1109643255       141597            4941216960       10837975010       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690089        57831            630686056         1109643255       141645            4941227668       10837982710       1652673          678991768213      1036388426508    7044              0                0                 0                
1519690099        57833            630686056         1109643255       141693            4941238376       10837990410       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690109        57833            630686056         1109643255       141741            4941249084       10837998110       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690119        57833            630686056         1109643255       141789            4941259792       10838005810       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690129        57833            630686056         1109643255       141837            4941270502       10838013511       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690139        57833            630686056         1109643255       141885            4941281212       10838021212       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690150        57833            630686056         1109643255       141933            4941291922       10838028913       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690160        57833            630686056         1109643255       141981            4941302632       10838036614       1652677          678991768213      1036388426508    7046              0                0                 0                
1519690170        57835            630686056         1109643255       142029            4941313342       10838044315       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690180        57835            630686056         1109643255       142077            4941324052       10838052016       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690190        57835            630686056         1109643255       142125            4941334762       10838059717       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690200        57835            630686056         1109643255       142173            4941345472       10838067418       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690210        57835            630686056         1109643255       142221            4941356182       10838075138       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690221        57835            630686056         1109643255       142270            4941366892       10838082839       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690231        57835            630686056         1109643255       142319            4941377602       10838090540       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690241        57835            630686056         1109643255       142368            4941388312       10838098241       1652681          678991768213      1036388426508    7048              0                0                 0                
1519690251        57837            630686056         1109643255       142417            4941399022       10838105942       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690261        57837            630686056         1109643255       142466            4941409732       10838113643       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690271        57837            630686056         1109643255       142515            4941420442       10838121344       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690282        57837            630686056         1109643255       142564            4941431152       10838129045       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690292        57837            630686056         1109643255       142613            4941441862       10838136746       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690302        57837            630686056         1109643255       142662            4941452572       10838144447       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690312        57837            630686056         1109643255       142711            4941463282       10838152148       1652685          678991768213      1036388426508    7050              0                0                 0                
1519690322        57839            630686056         1109643255       142760            4941473992       10838159848       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690332        57839            630686056         1109643255       142808            4941484702       10838167549       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690342        57839            630686056         1109643255       142856            4941495412       10838175250       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690353        57839            630686056         1109643255       142904            4941506122       10838182951       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690363        57839            630686056         1109643255       142952            4941516832       10838190652       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690373        57839            630686056         1109643255       143000            4941527542       10838198353       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690383        57839            630686056         1109643255       143048            4941538252       10838206054       1652689          678991768213      1036388426508    7052              0                0                 0                
1519690394        57841            630686056         1109643255       143096            4941548962       10838213754       1652693          678991768213      1036388426508    7054              0                0                 0                
1519690404        57841            630686056         1109643255       143144            4941559672       10838221455       1652693          678991768213      1036388426508    7054              0                0                 0                
1519690414        57841            630686056         1109643255       143192            4941570382       10838229156       1652693          678991768213      1036388426508    7054              0                0                 0                
