time              msgs_alloc        msgs_max          errors            send_count        recv_count        route_count       drop_count        send_length       recv_length       route_length      drop_length      
1518791115        0                 2054              0                 42821574          42777670          0                 1836              192165413169      452441603036      0                 468096           
1518791125        0                 2054              0                 42821647          42777741          0                 1836              192165529699      452441628004      0                 468096           
1518791136        0                 2054              0                 42822472          42778564          0                 1836              192165811944      452441797748      0                 468096           
1518791146        0                 2054              0                 42822545          42778635          0                 1836              192165920742      452441822716      0                 468096           
1518791156        0                 2054              0                 42822625          42778713          0                 1836              192166023626      452441848132      0                 468096           
1518791166        0                 2054              0                 42822707          42778793          0                 1836              192166128788      452441873676      0                 468096           
1518791176        0                 2054              0                 42822780          42778864          0                 1836              192166236228      452441898644      0                 468096           
1518791186        0                 2054              0                 42822853          42778935          0                 1836              192166341850      452441923612      0                 468096           
1518791197        0                 2054              0                 42822926          42779006          0                 1836              192166449750      452441948580      0                 468096           
1518791207        0                 2054              0                 42823749          42779827          0                 1836              192166727928      452442117548      0                 468096           
1518791217        0                 2054              0                 42823813          42779889          0                 1836              192166815025      452442139548      0                 468096           
1518791227        0                 2054              0                 42823879          42779953          0                 1836              192166902122      452442161676      0                 468096           
1518791237        0                 2054              0                 42823942          42780014          0                 1836              192167001087      452442184564      0                 468096           
1518791247        0                 2054              0                 42824009          42780079          0                 1836              192167102774      452442208196      0                 468096           
1518791257        0                 2054              0                 42824068          42780136          0                 1836              192167190711      452442230252      0                 468096           
1518791268        0                 2054              0                 42824127          42780193          0                 1836              192167278648      452442252308      0                 468096           
1518791278        0                 2054              0                 42824946          42781010          0                 1836              192167543753      452442419452      0                 468096           
1518791288        0                 2054              0                 42825026          42781088          0                 1836              192167647211      452442444580      0                 468096           
1518791298        0                 2054              0                 42825105          42781165          0                 1836              192167759931      452442471060      0                 468096           
1518791308        0                 2054              0                 42825178          42781236          0                 1836              192167868313      452442496028      0                 468096           
1518791318        0                 2054              0                 42825251          42781307          0                 1836              192167978973      452442520996      0                 468096           
1518791328        0                 2054              0                 42825324          42781378          0                 1836              192168087815      452442545964      0                 468096           
1518791339        0                 2054              0                 42825404          42781456          0                 1836              192168198935      452442571380      0                 468096           
1518791349        0                 2054              0                 42825486          42781536          0                 1836              192168308237      452442596924      0                 468096           
1518791359        0                 2054              0                 42826293          42782341          0                 1836              192168563334      452442762476      0                 468096           
1518791369        0                 2054              0                 42826350          42782396          0                 1836              192168650431      452442784028      0                 468096           
1518791379        0                 2054              0                 42826415          42782459          0                 1836              192168750746      452442807332      0                 468096           
1518791389        0                 2054              0                 42826480          42782522          0                 1836              192168854201      452442830548      0                 468096           
1518791400        0                 2054              0                 42826546          42782586          0                 1836              192168942138      452442853052      0                 468096           
1518791410        0                 2054              0                 42826614          42782652          0                 1836              192169030075      452442875684      0                 468096           
1518791420        0                 2054              0                 42826679          42782715          0                 1836              192169133258      452442898988      0                 468096           
1518791430        0                 2054              0                 42827492          42783526          0                 1836              192169402709      452443065940      0                 468096           
